차종,차량명,연식,주행거리,가격
EQ900,제네시스 EQ900 3.3 T-GDI AWD 프레스티지,15년 12월식(16년형),"98,317km","2,580만원"
EQ900,제네시스 EQ900 3.3 T-GDI AWD 프레스티지,16년 5월식,"98,232km","2,690만원 2,750만원"
EQ900,제네시스 EQ900 3.3 T-GDI AWD 프리미엄 럭셔리,18년 12월식,"108,012km","2,500만원"
EQ900,제네시스 EQ900 3.3 T-GDI 럭셔리,18년 2월식,"80,889km","2,450만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,17년 4월식,"125,361km","1,940만원 2,040만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,17년 2월식,"126,432km","1,990만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,16년 6월식,"85,810km","2,450만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,17년 11월식(18년형),"147,535km","2,150만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,17년 9월식(18년형),"132,009km","2,150만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,18년 5월식,"101,622km","2,350만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 럭셔리,17년 10월식(18년형),"91,503km","2,590만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 프레스티지,17년 7월식(18년형),"101,334km","2,950만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 프레스티지,17년 3월식,"73,576km","3,220만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 프레스티지,17년 10월식(18년형),"110,215km","2,780만원 2,890만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 프레스티지,17년 5월식(18년형),"150,471km","2,440만원 2,490만원"
EQ900,제네시스 EQ900 3.8 GDI AWD 프리미엄 럭셔리,17년 1월식,"125,867km","2,170만원 2,220만원"
EQ900,제네시스 EQ900 3.8 GDI 럭셔리,17년 5월식(18년형),"77,572km","2,330만원"
EQ900,제네시스 EQ900 3.8 GDI 럭셔리,17년 1월식,"83,331km","2,390만원"
EQ900,제네시스 EQ900 3.8 GDI 럭셔리,18년 9월식,"99,886km","2,370만원"
EQ900,제네시스 EQ900 3.8 GDI 럭셔리,16년 2월식,"85,718km","2,490만원"
EQ900,제네시스 EQ900 5.0 GDI AWD 리무진 프레스티지,16년 5월식,"139,155km","2,650만원"
EV6,기아 EV6 롱 레인지 2WD 어스,23년 5월식,"5,854km","3,850만원"
EV6,기아 EV6 롱 레인지 2WD 어스,21년 10월식(22년형),"22,683km","3,330만원 3,390만원"
EV6,기아 EV6 롱 레인지 4WD GT-Line,23년 7월식,"15,381km","4,170만원"
EV6,기아 EV6 롱 레인지 4WD GT-Line,22년 4월식,"53,481km","3,890만원"
EV6,기아 EV6 롱 레인지 4WD GT-Line,22년 9월식,"47,902km","3,390만원"
EV6,기아 EV6 롱 레인지 4WD GT-Line,22년 4월식,"89,940km","3,600만원"
EV6,기아 EV6 롱 레인지 4WD GT-Line,23년 9월식,"23,749km","4,220만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 6월식,"36,400km","3,230만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 6월식,"38,301km","3,370만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 4월식,"54,236km","3,140만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 7월식,"52,412km","3,170만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 6월식,"35,135km","3,390만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 7월식,"25,920km","3,360만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 3월식,"48,393km","3,350만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 3월식,"61,274km","3,190만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 7월식,"43,422km","3,350만원"
EV6,기아 EV6 롱 레인지 4WD 에어,22년 6월식,"2,894km","3,600만원"
EV6,기아 더 뉴 EV6 롱 레인지 4WD GT-line,24년 11월식(25년형),"6,031km","5,340만원"
EV6,기아 더 뉴 EV6 롱 레인지 4WD 어스,24년 11월식(25년형),"3,129km","5,250만원"
G70,BMW 7시리즈 (G70) 가솔린 3.0 740i sDrive M 스포츠,23년 7월식,"17,648km","11,050만원"
G70,BMW 7시리즈 (G70) 디젤 3.0 740d xDrive M 스포츠,25년 2월식,"6,424km",리스료 월 195만원
G70,제네시스 G70 2.0T AWD 슈프림,18년 6월식,"91,121km","2,190만원"
G70,제네시스 G70 2.0T AWD 슈프림,17년 11월식(18년형),"57,984km","2,180만원"
G70,제네시스 G70 2.0T AWD 슈프림,18년 2월식,"51,864km","2,150만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,18년 7월식,"92,443km","2,550만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,18년 9월식,"29,979km","2,450만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 1월식,"89,156km","2,680만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,20년 6월식,"87,587km","2,390만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 3월식,"87,103km","2,480만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,20년 3월식,"112,380km","2,500만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 11월식(20년형),"60,178km","2,590만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 9월식,"72,801km","2,440만원 2,490만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,18년 10월식(19년형),"69,665km","2,450만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 12월식,"80,030km","2,650만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 5월식,"76,126km","2,330만원 2,380만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,19년 1월식,"92,340km","2,290만원"
G70,제네시스 G70 2.0T AWD 스포츠 패키지,18년 7월식,"34,672km","2,750만원"
G70,제네시스 G70 2.0T AWD 엘리트,20년 12월식,"100,345km","2,590만원"
G70,제네시스 G70 2.0T AWD 엘리트,18년 12월식(19년형),"81,854km","2,280만원"
G70,제네시스 G70 2.0T AWD 엘리트,19년 7월식,"99,278km","1,930만원"
G70,제네시스 G70 2.0T 슈프림,18년 8월식,"91,526km","1,920만원"
G70,제네시스 G70 2.0T 슈프림,18년 5월식,"88,952km","2,090만원"
G70,제네시스 G70 2.0T 슈프림,17년 10월식(18년형),"73,518km","1,850만원"
G70,제네시스 G70 2.0T 슈프림,18년 1월식,"75,154km","2,190만원"
G70,제네시스 G70 2.0T 슈프림,18년 8월식,"59,184km","2,350만원"
G70,제네시스 G70 2.0T 스포츠 패키지,20년 6월식,"100,153km","2,050만원"
G70,제네시스 G70 2.0T 스포츠 패키지,18년 12월식,"70,599km","2,290만원"
G70,제네시스 G70 2.0T 스포츠 패키지,18년 1월식,"141,620km","2,220만원"
G70,제네시스 G70 2.0T 스포츠 패키지,19년 8월식,"68,709km","2,630만원"
G70,제네시스 G70 2.0T 스포츠 패키지,18년 6월식,"72,588km","2,590만원"
G70,제네시스 G70 2.0T 스포츠 패키지,20년 6월식,"74,631km","2,680만원 2,750만원"
G70,제네시스 G70 2.0T 스포츠 패키지,18년 12월식(19년형),"96,190km","2,040만원"
G70,제네시스 G70 2.0T 스포츠 패키지,19년 6월식,"99,676km","2,370만원"
G70,제네시스 G70 2.0T 어드밴스드,19년 6월식,"51,533km","1,850만원"
G70,제네시스 G70 2.0T 어드밴스드,19년 8월식,"102,015km","1,850만원"
G70,제네시스 G70 2.0T 어드밴스드,18년 2월식,"64,886km","1,960만원"
G70,제네시스 G70 2.0T 엘리트,19년 7월식,"144,713km","2,290만원"
G70,제네시스 G70 2.0T 엘리트,19년 3월식,"90,388km","1,940만원"
G70,제네시스 G70 2.0T 엘리트,19년 6월식,"55,817km","2,370만원"
G70,제네시스 G70 2.0T 엘리트,19년 7월식,"35,266km","2,570만원"
G70,제네시스 G70 2.0T 엘리트,19년 10월식,"103,566km","2,070만원"
G70,제네시스 G70 2.0T 엘리트,19년 11월식(20년형),"67,799km","2,390만원"
G70,제네시스 G70 2.0T 엘리트,19년 4월식,"54,310km","2,450만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,17년 9월식(18년형),"88,883km","1,990만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,18년 1월식,"129,774km","2,050만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,18년 8월식,"92,781km","2,180만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,18년 11월식,"136,891km","1,960만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,17년 11월식(18년형),"82,823km","2,200만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,17년 11월식(18년형),"61,159km","2,330만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,18년 2월식,"38,343km","2,720만원"
G70,제네시스 G70 3.3T 스포츠 AWD 슈프림,18년 9월식,"95,525km","2,190만원"
G70,제네시스 G70 3.3T 스포츠 AWD 엘리트,19년 4월식,"74,325km","2,290만원"
G70,제네시스 G70 3.3T 스포츠 AWD 프레스티지,19년 7월식,"115,017km","2,430만원"
G70,제네시스 G70 3.3T 스포츠 슈프림,17년 10월식(18년형),"76,340km","2,280만원"
G70,제네시스 G70 3.3T 스포츠 어드밴스드,18년 7월식,"79,924km","2,090만원"
G70,제네시스 G70 3.3T 스포츠 엘리트,19년 7월식,"59,477km","2,090만원"
G70,제네시스 G70 3.3T 스포츠 엘리트,19년 2월식,"93,031km","1,980만원 2,050만원"
G70,제네시스 G70 3.3T 스포츠 엘리트,19년 1월식,"95,849km","1,960만원"
G70,제네시스 G70 3.3T 스포츠 프레스티지,19년 7월식,"45,385km","2,920만원"
G70,제네시스 G70 3.3T 스포츠 프레스티지,20년 2월식,"47,776km","3,150만원"
G70,제네시스 G70 3.3T 스포츠 프레스티지,19년 6월식,"90,100km","2,550만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 2WD,22년 4월식,"63,112km","3,290만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 2WD,22년 12월식(23년형),"32,282km","3,610만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 2WD,23년 1월식,"17,213km","3,690만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 2WD 스포츠 패키지,21년 4월식,"53,613km","3,620만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 2WD 스포츠 패키지,23년 4월식,"7,071km","3,890만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 AWD,21년 7월식,"63,185km","3,650만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 AWD,22년 2월식,"74,722km","3,190만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.0 AWD 스포츠 패키지,21년 5월식,"77,300km","3,690만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.5 2WD,23년 7월식(24년형),"15,909km","4,190만원"
G70,제네시스 더 뉴 G70 가솔린 터보 2.5 2WD,24년 2월식,"18,551km","4,390만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 2WD 스포츠 패키지,22년 6월식,"32,154km","3,390만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 2WD 스포츠 패키지,22년 6월식,"72,594km","3,650만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD,21년 7월식,"43,315km","3,490만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD,24년 3월식,"16,967km","4,420만원 4,580만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD,21년 9월식,"47,409km","3,660만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD 스포츠 패키지,21년 7월식,"63,491km","3,590만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD 스포츠 패키지,23년 10월식(24년형),"36,208km","4,230만원 4,290만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD 스포츠 패키지,21년 6월식,"88,292km","3,190만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD 스포츠 패키지,20년 12월식(21년형),"84,197km","2,920만원"
G70,제네시스 더 뉴 G70 가솔린 터보 3.3 AWD 스포츠 패키지,23년 8월식(24년형),"22,619km","4,260만원"
G70,제네시스 더 뉴 G70 디젤 2.2 AWD,21년 5월식,"73,950km","3,280만원"
G70,제네시스 더 뉴 G70 디젤 2.2 AWD 스포츠 패키지,21년 9월식,"76,864km","3,250만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 2WD,24년 5월식(25년형),"12,228km","5,250만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 2WD,24년 4월식(25년형),"9,399km","5,690만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 4WD,24년 1월식(25년형),"30,046km","6,100만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 4WD,24년 5월식(25년형),"19,696km","5,450만원 5,550만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 4WD,24년 3월식(25년형),"37,365km","5,590만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 4WD,24년 4월식(25년형),"10,559km","6,330만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 4WD,24년 4월식(25년형),"40,414km","6,270만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 4WD,24년 4월식(25년형),"33,132km","5,300만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 블랙 4WD,25년 5월식(26년형),"5,388km","7,890만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 스포츠 패키지 4WD,24년 3월식(25년형),"13,025km","6,330만원 6,490만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 스포츠 패키지 4WD,24년 12월식(25년형),"5,559km","6,580만원 6,740만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 2.5 스포츠 패키지 4WD,25년 2월식,"10,819km","6,120만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 3.5 4WD,24년 3월식(25년형),"26,462km","6,100만원"
G80,제네시스 G80 (RG3 F/L) 가솔린 터보 3.5 4WD,24년 4월식(25년형),"39,639km","5,790만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 8월식(24년형),"31,309km","4,890만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 3월식,"134,975km","3,470만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 1월식,"34,517km","4,550만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 6월식(24년형),"56,792km","4,670만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 7월식(22년형),"63,256km","3,250만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 1월식,"34,812km","5,070만원 5,220만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 3월식,"26,638km","4,590만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 5월식,"34,020km","4,390만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 6월식,"47,173km","3,560만원 3,600만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,20년 7월식(21년형),"47,183km","3,890만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 7월식,"56,217km","3,630만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 5월식,"50,073km","3,390만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 8월식(22년형),"51,290km","3,620만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,22년 1월식,"37,810km","4,550만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 3월식,"16,041km","4,890만원 4,990만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 6월식(24년형),"20,012km","4,970만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,22년 10월식,"37,937km","4,720만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,21년 6월식,"32,580km","4,400만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 1월식,"17,049km","5,220만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 6월식(24년형),"14,066km","4,950만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 4월식,"18,546km","4,890만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,22년 6월식,"38,211km","4,450만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,20년 6월식(21년형),"50,269km","3,880만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 8월식(24년형),"28,220km","4,490만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,22년 6월식,"38,888km","4,240만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 8월식(24년형),"36,248km","4,720만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,20년 8월식(21년형),"75,678km","3,710만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 2WD,23년 6월식,"46,882km","4,300만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 8월식(21년형),"74,796km","3,920만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 3월식,"77,038km","4,260만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 5월식,"91,220km","4,050만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 11월식,"44,987km","4,350만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 12월식(21년형),"121,878km","3,330만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 2월식,"51,198km","3,980만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 5월식,"50,130km","4,350만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 1월식,"110,073km","3,090만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 2월식,"82,222km","3,950만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 5월식(21년형),"90,842km","3,690만원 3,840만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 5월식,"65,034km","3,690만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 6월식(24년형),"12,209km","4,630만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 3월식,"40,121km","4,270만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 5월식,"94,860km","3,890만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 10월식(22년형),"51,630km","4,260만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 1월식,"59,399km","4,450만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 3월식,"54,494km","3,940만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 6월식(24년형),"36,062km","4,690만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 11월식(24년형),"22,478km","5,050만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 6월식,"74,753km","4,050만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 1월식,"59,523km","3,990만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 2월식,"109,873km","3,810만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 4월식(21년형),"61,899km","3,850만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 12월식(21년형),"81,761km","3,970만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 7월식(21년형),"78,922km","3,750만원 3,890만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 10월식(21년형),"98,090km","3,510만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 1월식,"29,141km","5,030만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 3월식,"94,833km","3,910만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 5월식(21년형),"101,644km","3,370만원 3,420만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 5월식(21년형),"72,395km","3,690만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 3월식,"99,304km","3,680만원 3,780만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 4월식,"37,683km","4,170만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 5월식,"137,924km","3,280만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 6월식(24년형),"59,289km","4,780만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 3월식,"71,246km","4,250만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 8월식(22년형),"121,089km","3,490만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 7월식,"50,421km","4,750만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 6월식(24년형),"36,330km","4,360만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 6월식(21년형),"109,567km","3,490만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 4월식,"19,252km","5,120만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 10월식(22년형),"48,640km","4,290만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 8월식(24년형),"43,232km","5,080만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 1월식,"29,776km","4,270만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 7월식(24년형),"26,937km","4,690만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 1월식,"42,563km","3,700만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 5월식(21년형),"91,193km","3,520만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 2월식,"113,242km","3,670만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 1월식,"65,641km","4,150만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 6월식,"58,004km","3,680만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 7월식,"120,126km","3,410만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 5월식,"93,127km","3,460만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 6월식,"58,936km","3,970만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 3월식,"81,525km","3,300만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 8월식(24년형),"32,081km","4,920만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 1월식,"43,474km","4,400만원 4,450만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 8월식(24년형),"22,573km","4,680만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 6월식(21년형),"35,791km","4,290만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 5월식,"120,962km","3,820만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 10월식(22년형),"119,436km","3,580만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 5월식,"88,830km","3,790만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 12월식(22년형),"65,721km","4,450만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 4월식,"38,697km","4,990만원 5,090만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 6월식(21년형),"104,431km","3,300만원 3,410만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 10월식,"53,006km","3,850만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 7월식(21년형),"97,742km","3,780만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,23년 6월식(24년형),"24,118km","5,090만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 7월식(21년형),"94,305km","3,490만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 4월식,"91,995km","3,390만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 4월식,"106,345km","3,590만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 2월식,"105,085km","3,710만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 7월식,"82,731km","3,540만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 6월식,"80,819km","3,490만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 2월식,"62,459km","3,950만원 4,050만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 6월식,"60,021km","4,090만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 7월식(21년형),"82,828km","3,990만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,20년 6월식(21년형),"144,919km","2,950만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,21년 7월식,"121,235km","3,330만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,22년 11월식(23년형),"51,089km","3,920만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 스포츠 패키지 2WD,23년 5월식,"12,840km","5,470만원 5,690만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 스포츠 패키지 AWD,23년 8월식,"21,659km","4,920만원"
G80,제네시스 G80 (RG3) 가솔린 터보 2.5 스포츠 패키지 AWD,22년 9월식,"37,523km","5,090만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 2WD,20년 9월식(21년형),"114,220km","3,330만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 2WD,21년 6월식,"97,543km","3,090만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,21년 1월식,"30,129km","4,170만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,21년 6월식,"118,270km","3,710만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 6월식(21년형),"47,306km","4,040만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 7월식(21년형),"52,032km","4,180만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 7월식(21년형),"75,704km","3,760만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 7월식(21년형),"54,644km","3,850만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,21년 2월식,"48,830km","4,040만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,21년 1월식,"65,558km","3,890만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 6월식(21년형),"85,032km","3,950만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 6월식(21년형),"87,961km","3,690만원"
G80,제네시스 G80 (RG3) 가솔린 터보 3.5 AWD,20년 5월식(21년형),"68,735km","4,190만원"
